panel_id,panel_label,panel_role,comparison_group,feature_set_role,target_column,lag_suffix,model,feature,coefficient,abs_coefficient
robust_main_share_lag1,Share target with common-sample lag1 predictors,robustness_timing,linear_robustness,common_sample_lag1_timing,env_patent_share_inventions,lag1,elastic_net_alpha_1_l1_0.2,scientific_journal_articles_lag1,0.7948965069371635,0.7948965069371635
robust_main_share_lag1,Share target with common-sample lag1 predictors,robustness_timing,linear_robustness,common_sample_lag1_timing,env_patent_share_inventions,lag1,elastic_net_alpha_1_l1_0.2,wgi_regulatory_quality_lag1,0.1302242247439522,0.1302242247439522
robust_main_share_lag1,Share target with common-sample lag1 predictors,robustness_timing,linear_robustness,common_sample_lag1_timing,env_patent_share_inventions,lag1,elastic_net_alpha_1_l1_0.2,trade_openness_lag1,-0.10058739780759993,0.10058739780759993
robust_main_share_lag1,Share target with common-sample lag1 predictors,robustness_timing,linear_robustness,common_sample_lag1_timing,env_patent_share_inventions,lag1,elastic_net_alpha_1_l1_0.2,fdi_net_inflows_lag1,0.09106577582002795,0.09106577582002795
robust_main_share_lag1,Share target with common-sample lag1 predictors,robustness_timing,linear_robustness,common_sample_lag1_timing,env_patent_share_inventions,lag1,elastic_net_alpha_1_l1_0.2,co2_per_capita_ar5_lag1,0.07832008553105863,0.07832008553105863
robust_main_share_lag1,Share target with common-sample lag1 predictors,robustness_timing,linear_robustness,common_sample_lag1_timing,env_patent_share_inventions,lag1,elastic_net_alpha_1_l1_0.2,renewable_energy_share_lag1,-0.03594600305600929,0.03594600305600929
robust_main_share_lag1,Share target with common-sample lag1 predictors,robustness_timing,linear_robustness,common_sample_lag1_timing,env_patent_share_inventions,lag1,elastic_net_alpha_1_l1_0.2,env_technology_rta_lag1,-0.0,0.0
robust_main_share_lag1,Share target with common-sample lag1 predictors,robustness_timing,linear_robustness,common_sample_lag1_timing,env_patent_share_inventions,lag1,elastic_net_alpha_1_l1_0.2,inflation_lag1,-0.0,0.0
robust_main_per_million_lag1_3_mean,Per-million target with lag1-3 mean predictors,robustness_target,linear_robustness,alternative_target,env_patents_per_million,lag1_3_mean,elastic_net_alpha_1_l1_0.8,wgi_regulatory_quality_lag1_3_mean,5.194660492903358,5.194660492903358
robust_main_per_million_lag1_3_mean,Per-million target with lag1-3 mean predictors,robustness_target,linear_robustness,alternative_target,env_patents_per_million,lag1_3_mean,elastic_net_alpha_1_l1_0.8,scientific_journal_articles_lag1_3_mean,1.3823835049804136,1.3823835049804136
robust_main_per_million_lag1_3_mean,Per-million target with lag1-3 mean predictors,robustness_target,linear_robustness,alternative_target,env_patents_per_million,lag1_3_mean,elastic_net_alpha_1_l1_0.8,gdp_constant_2015_usd_lag1_3_mean,0.8750557005507691,0.8750557005507691
robust_main_per_million_lag1_3_mean,Per-million target with lag1-3 mean predictors,robustness_target,linear_robustness,alternative_target,env_patents_per_million,lag1_3_mean,elastic_net_alpha_1_l1_0.8,co2_per_capita_ar5_lag1_3_mean,0.5905844580140827,0.5905844580140827
robust_main_per_million_lag1_3_mean,Per-million target with lag1-3 mean predictors,robustness_target,linear_robustness,alternative_target,env_patents_per_million,lag1_3_mean,elastic_net_alpha_1_l1_0.8,inflation_lag1_3_mean,-0.09525224877114144,0.09525224877114144
robust_main_per_million_lag1_3_mean,Per-million target with lag1-3 mean predictors,robustness_target,linear_robustness,alternative_target,env_patents_per_million,lag1_3_mean,elastic_net_alpha_1_l1_0.8,renewable_energy_share_lag1_3_mean,-0.0,0.0
robust_main_per_million_lag1_3_mean,Per-million target with lag1-3 mean predictors,robustness_target,linear_robustness,alternative_target,env_patents_per_million,lag1_3_mean,elastic_net_alpha_1_l1_0.8,fdi_net_inflows_lag1_3_mean,0.0,0.0
robust_main_per_million_lag1_3_mean,Per-million target with lag1-3 mean predictors,robustness_target,linear_robustness,alternative_target,env_patents_per_million,lag1_3_mean,elastic_net_alpha_1_l1_0.8,env_technology_rta_lag1_3_mean,0.0,0.0
robust_main_per_million_lag1_3_mean,Per-million target with lag1-3 mean predictors,robustness_target,linear_robustness,alternative_target,env_patents_per_million,lag1_3_mean,elastic_net_alpha_1_l1_0.8,trade_openness_lag1_3_mean,-0.0,0.0
robust_main_per_million_lag1,Per-million target with common-sample lag1 predictors,robustness_target_timing,linear_robustness,alternative_target_common_sample_lag1,env_patents_per_million,lag1,elastic_net_alpha_1_l1_0.8,wgi_regulatory_quality_lag1,5.364090528482628,5.364090528482628
robust_main_per_million_lag1,Per-million target with common-sample lag1 predictors,robustness_target_timing,linear_robustness,alternative_target_common_sample_lag1,env_patents_per_million,lag1,elastic_net_alpha_1_l1_0.8,scientific_journal_articles_lag1,1.2639848367571502,1.2639848367571502
robust_main_per_million_lag1,Per-million target with common-sample lag1 predictors,robustness_target_timing,linear_robustness,alternative_target_common_sample_lag1,env_patents_per_million,lag1,elastic_net_alpha_1_l1_0.8,gdp_constant_2015_usd_lag1,0.8870730953655698,0.8870730953655698
robust_main_per_million_lag1,Per-million target with common-sample lag1 predictors,robustness_target_timing,linear_robustness,alternative_target_common_sample_lag1,env_patents_per_million,lag1,elastic_net_alpha_1_l1_0.8,co2_per_capita_ar5_lag1,0.34625422396966116,0.34625422396966116
robust_main_per_million_lag1,Per-million target with common-sample lag1 predictors,robustness_target_timing,linear_robustness,alternative_target_common_sample_lag1,env_patents_per_million,lag1,elastic_net_alpha_1_l1_0.8,renewable_energy_share_lag1,-0.0,0.0
robust_main_per_million_lag1,Per-million target with common-sample lag1 predictors,robustness_target_timing,linear_robustness,alternative_target_common_sample_lag1,env_patents_per_million,lag1,elastic_net_alpha_1_l1_0.8,fdi_net_inflows_lag1,0.0,0.0
robust_main_per_million_lag1,Per-million target with common-sample lag1 predictors,robustness_target_timing,linear_robustness,alternative_target_common_sample_lag1,env_patents_per_million,lag1,elastic_net_alpha_1_l1_0.8,env_technology_rta_lag1,0.0,0.0
robust_main_per_million_lag1,Per-million target with common-sample lag1 predictors,robustness_target_timing,linear_robustness,alternative_target_common_sample_lag1,env_patents_per_million,lag1,elastic_net_alpha_1_l1_0.8,trade_openness_lag1,-0.0,0.0
robust_main_per_million_lag1,Per-million target with common-sample lag1 predictors,robustness_target_timing,linear_robustness,alternative_target_common_sample_lag1,env_patents_per_million,lag1,elastic_net_alpha_1_l1_0.8,inflation_lag1,-0.0,0.0
robust_main_share_skew_transformed_lag1_3_mean,Share target with skew-transformed lag1-3 mean predictors,robustness_transform,linear_robustness,skew_transformed_main_predictors,env_patent_share_inventions,lag1_3_mean,lasso_alpha_1,skew_log1p__gdp_constant_2015_usd_lag1_3_mean,0.7684447875126899,0.7684447875126899
robust_main_share_skew_transformed_lag1_3_mean,Share target with skew-transformed lag1-3 mean predictors,robustness_transform,linear_robustness,skew_transformed_main_predictors,env_patent_share_inventions,lag1_3_mean,lasso_alpha_1,renewable_energy_share_lag1_3_mean,-0.0,0.0
robust_main_share_skew_transformed_lag1_3_mean,Share target with skew-transformed lag1-3 mean predictors,robustness_transform,linear_robustness,skew_transformed_main_predictors,env_patent_share_inventions,lag1_3_mean,lasso_alpha_1,wgi_regulatory_quality_lag1_3_mean,0.0,0.0
robust_main_share_skew_transformed_lag1_3_mean,Share target with skew-transformed lag1-3 mean predictors,robustness_transform,linear_robustness,skew_transformed_main_predictors,env_patent_share_inventions,lag1_3_mean,lasso_alpha_1,skew_log1p__co2_per_capita_ar5_lag1_3_mean,0.0,0.0
robust_main_share_skew_transformed_lag1_3_mean,Share target with skew-transformed lag1-3 mean predictors,robustness_transform,linear_robustness,skew_transformed_main_predictors,env_patent_share_inventions,lag1_3_mean,lasso_alpha_1,skew_asinh__fdi_net_inflows_lag1_3_mean,0.0,0.0
robust_main_share_skew_transformed_lag1_3_mean,Share target with skew-transformed lag1-3 mean predictors,robustness_transform,linear_robustness,skew_transformed_main_predictors,env_patent_share_inventions,lag1_3_mean,lasso_alpha_1,skew_log1p__env_technology_rta_lag1_3_mean,-0.0,0.0
robust_main_share_skew_transformed_lag1_3_mean,Share target with skew-transformed lag1-3 mean predictors,robustness_transform,linear_robustness,skew_transformed_main_predictors,env_patent_share_inventions,lag1_3_mean,lasso_alpha_1,skew_log1p__scientific_journal_articles_lag1_3_mean,0.0,0.0
robust_main_share_skew_transformed_lag1_3_mean,Share target with skew-transformed lag1-3 mean predictors,robustness_transform,linear_robustness,skew_transformed_main_predictors,env_patent_share_inventions,lag1_3_mean,lasso_alpha_1,skew_log1p__trade_openness_lag1_3_mean,-0.0,0.0
robust_main_share_skew_transformed_lag1_3_mean,Share target with skew-transformed lag1-3 mean predictors,robustness_transform,linear_robustness,skew_transformed_main_predictors,env_patent_share_inventions,lag1_3_mean,lasso_alpha_1,skew_asinh__inflation_lag1_3_mean,-0.0,0.0
